Probe,PROT,DMD_1,DMD_2,DMD_3,DMD_4,DMD_5,DMD_6,DMD_7,DMD_8,DMD_9,DMD_10,DMD_11,DMD_12,NOR_1,NOR_2,NOR_3,NOR_4,NOR_5,NOR_6,NOR_7,NOR_8,NOR_9,NOR_10,NOR_11,NOR_12
1116_at,!?,1653.7,1607,1654.2,1756.5,1293.3,985.4,1816.1,1102.3,1657.9,1183.9,1283.3,1864.2,2109.6,946.8,1846,1558.5,1641.1,1715.5,1020,1511.5,1997,1800.9,1346.2,57.6
1117_at,P32320,47.7,203.4,151.7,347.5,186.7,122.4,205.2,187.9,266.8,125.6,385,257.1,249.2,176.8,75.2,76.1,636.2,112.5,143.4,56.2,350.1,177,785.4,15
1118_at,P35408,891.1,832,592.1,715.7,482.3,631.7,931.3,777.6,880.6,477.5,597.4,579,749.1,819,650.6,935,830.9,922.6,699.6,893.7,756,620.2,956.4,14.9
1119_at,P15927,4585.7,3529.8,3737.8,2194.6,1852.7,3351.9,3358.4,2977.6,3057.9,1692,2438,2619.9,3969.5,4471.1,3983.3,3416.5,5213.6,3584.5,4124.3,3540.1,4251.3,2988.9,3370.7,85.3
111_at,Q92696,1042.9,1395,550.8,939.1,1518,788.2,1812,1801.4,449.6,745.8,1081,676.5,1730.3,720,767.3,1013.7,1277,904.2,895.9,1222.5,1130.8,820.3,443.7,16.8
1120_at,P21266,652,943.6,1291.2,697.3,848.8,998.4,794.9,915.5,1249,932.4,1452.6,725.5,1260,735.3,659.1,793.9,717.8,1362.8,804.9,401.9,818.3,1119.8,616.3,45.3
1121_g_at,P21266,619.8,988.4,597.6,407.4,848.9,616.2,158.2,692.2,1055.2,983.6,1232.7,697,1262.4,784.5,671.7,628.1,737,1477.9,374.3,609.1,654.6,929.8,969.7,49.8
1122_f_at,A6NKQ9 P01233,2503.4,2182.2,3318.9,3037.8,2000.4,2332.2,3721.8,2256.6,3414,2659,3167.8,3978.2,4198.7,2114.7,2572.8,2450.8,3029.5,4157.8,2618.9,3543.6,3439.1,3022.5,3386.1,111.4
1123_at,Q02643,161,281.8,188.1,278.3,128.1,166.9,214.3,123.3,336.9,104.6,170.1,212.7,129.7,185.6,76.7,357.5,210.9,150.2,126.6,255.3,281.2,268.8,194.2,5.8
1124_at,Q03164,1381.1,1398.2,658.5,694,972.4,1020.8,1128.8,1029,1020.7,621.5,1321.6,558.9,1354.3,868.7,725.2,1298.2,1193.4,966.3,902.4,1611.5,909.3,1078.2,715.8,54.9
1125_s_at,P16070,149.8,79.6,308.4,170.6,144.4,220.8,50.8,200.8,96.2,179.5,186.1,147.5,250,154.9,59.1,117.5,172.3,353.5,80.5,188.1,202.3,25.8,79.5,2.7
1126_s_at,P16070,811.6,791.7,477.6,541,1152.6,852.1,840.4,1819.7,740,949.7,891.9,571,476.9,390.4,389.5,466.1,262.7,165.9,456.7,416.4,306.8,370.3,446.1,19.9
1127_at,Q15418,1608.3,977.4,1278.8,1080.7,1133.7,1124.1,1312.1,798.1,775.5,1175.7,888,555,925.5,499.9,779.4,778.1,302.7,1020.8,220.1,363,796.3,913.3,241.1,40
1128_s_at,P32246,733.2,310.1,599,256.6,287.1,473.1,742.4,436.1,514,222.2,428.2,301.5,573.3,149,572.4,652.1,905.2,435.4,116.2,525.9,235.3,647.7,517.5,29.1
1129_at,Q14549,152.8,69.7,166.9,67.3,61.3,82.9,66.2,74.7,166.8,78.9,106.6,79.3,90.8,114.3,174.4,106.9,71.5,282.7,94.2,148.5,139.9,158,148.8,2.4
112_g_at,P21675 Q8IZX4,84.6,70.6,38.5,31.4,54.8,110.6,60.6,158.7,165.2,125.5,211.1,19.7,213.8,55.1,41.8,242.1,60.1,169.4,168,39.3,44.8,158.8,62.5,6.8
1130_at,Q02750,2592.3,3797.9,3587.4,4279.7,3573.9,3782.1,3175.3,2837,3631.3,4119.4,3364.5,3383,4079.5,3957.5,3018.1,4578.4,4308.4,4312.4,4121.9,3176.9,2790.3,4214.8,4458.6,157.6
1131_at,P36507,7059.3,8010.8,6337.8,3762.7,3785.9,4479.4,5438.2,4770.2,8691.4,3776.4,4332.3,7076.8,5725.9,3868.2,5242.1,4509.1,6854.2,7047.5,4205.9,4861.3,3811.2,5288.3,3737.4,151
1132_s_at,P13631,805.6,926.6,1237,987.1,592.6,860.1,904.3,1270.7,1088.8,179.2,1136.7,1345.5,748.9,1257.6,1086.7,736.4,232.5,1149.5,729,1170.1,560.6,1069.1,1525.3,43.3
1133_at,P19622,225.7,40.7,41.9,56.4,19.8,141.5,45.8,61.6,105.1,17.6,46.2,110.6,305,46,505.1,59.2,199.2,358.6,109.8,134.7,249.4,254.3,262.3,1.8
1134_at,Q07912,4901.9,2957.8,3408,4294,3292.5,3115.4,5538.5,3491.7,4615.2,3570.9,2819.5,3693.2,3402.8,3688.6,4078.4,4016.7,3486.7,4446.7,3390,5942.9,3679.4,4645.3,4960.4,120.9
1135_at,P34947,1897.4,1571.1,1695.1,1683.6,2630.2,1723.7,1641.5,2144.2,2687.3,2455.7,1926.2,1953.2,2316.4,2313.8,1843.6,2288.8,1825.6,1691.8,2246,1902.4,2264.1,1262.7,1654.2,72.1
1136_at,P23919,1040.2,419.8,1240.1,1025.8,946.8,887.7,1125.7,1088.2,1311.1,1508.2,1125.4,765.2,895.8,815.9,727.1,1007.6,716.9,918.8,706.9,267.6,611.9,919.3,893.8,26.7
1137_at,Q08357,2113.6,2827.2,2173.4,2519.9,1791.9,3146.8,2613.4,3056.8,2438.6,1507.7,2563.4,3487.2,4252.7,3629.8,2676.5,2810.2,2692.3,3894.5,3911.2,4526.3,2447.9,2710.9,2783,131.4
1138_at,Q8WUM9,1784.6,1140.9,985.8,1837.5,2227.7,1494.4,1208.7,1627.3,1600.8,2291.7,1431.1,977.5,848.7,410.1,822.9,712.1,376.7,1336.7,794.6,1059.4,358.1,1273.7,262.4,39.3
1139_at,Q14344,178.3,298.6,40.9,29,238.6,399.8,249.3,357.2,38.2,39.6,116.2,171.1,936.9,271.9,52,921,664.2,255.9,182.8,478.2,55.9,215.6,225.5,7.9
113_i_at,P10636,51.4,201.6,370.1,120,75.1,266.5,253,577.3,200.3,153.4,413.5,331.5,632.1,429.1,276.4,389.6,569.2,395.6,153.7,214.2,289.3,522.2,418.9,24.4
1140_at,P38570,845.8,1241.4,1409.6,1466.7,1224.9,1492.5,927.9,1921.2,1766.6,1037.9,1167.5,1548.7,963,671.1,1164.9,727.9,649.4,1466.8,669,849.5,963.1,1553.7,1324.8,38.2
1141_at,P33032,583.6,709.4,796.6,711.9,422.7,516.8,826.9,529.1,689.8,474.6,556.6,718.3,807.6,695.1,519.7,530.3,667.6,643,459.7,464.8,776.4,759,618.1,29
1142_at,!?,711.1,847,997.5,1069.8,700.1,849.2,336.3,1079.1,993.9,706.8,540.4,734.2,968.7,618.3,528.9,744.7,659.6,481.4,632.8,645.6,610.6,1266.1,644.3,24.9
1143_s_at,P21802,64,83.7,152.9,172,96.5,109.6,155.2,64.6,74.1,473.1,33.8,168.6,73.9,174.1,29.4,153.3,138.9,92.2,42.2,265.8,77,158.4,352.1,2.7
1144_at,P21802,60.7,185.3,59.2,89.3,133.9,118.2,74.2,79.4,148.8,76.8,99.8,295.9,246,355.1,41.8,249,70.9,92.3,166.8,57.1,204.6,55.2,68.3,6.9
1145_g_at,P21802,617.8,483.5,204.4,78.8,48.6,509.1,367.9,188.1,455.7,335.7,191.3,795,131.7,111.7,55.5,46.1,150,38.5,423.4,97,117,169.4,170.9,26.5
1146_at,P01730,671.1,250.6,92.8,325.8,165.6,127.5,640.7,254.8,204.6,65,300.7,301.2,408.5,119.5,92.4,267.3,178.9,375.2,100.5,203.8,219.6,66,277.2,2.1
1147_at,P10589,28.1,82.3,228.3,7.2,9.4,135.8,197.2,11.9,284.2,21.8,123.3,108.5,21.3,26.9,9.7,67.9,51.4,118.6,54.9,22.6,113.7,50.2,210.3,3
1148_s_at,Q02297,81.9,256.9,166.2,245,116.6,85.8,302.2,296.7,478.7,273.5,211.6,197.2,267.9,298.1,46,159.3,215,280,454.3,99.7,307.8,334.9,413.3,9.7
1149_at,P19484,76.1,54.3,37,20.5,31.3,33.6,67.1,65,53.3,27.1,91.9,97.6,166.2,20.5,55,497.3,40.4,115.1,42.6,174.3,41.3,49.7,98.6,2.6
114_r_at,P10636,39.2,60.1,47.6,72.2,20.8,31.8,25.9,46.7,70.1,56.6,35.9,59.1,87.2,52.7,47.3,77.4,30.9,47.9,35.1,201.3,122.9,35.3,79.5,4.7
1150_at,P23469,395,383.7,484.4,335.3,305.9,454.1,413.3,358.6,310.1,225.1,323.2,211.9,447.2,346.3,487.7,306.5,293.4,138.2,375,370.5,279.4,611.8,233.8,13.7
1151_at,P35268,12042.5,16732.4,12409.2,10421.7,8822.7,14685.7,18032.6,11957,7557,6881.7,16134.9,13994.2,13941.5,17080.2,14873.5,16873.8,19319.6,18685.9,16874.9,17453.5,16098.2,12659.4,16023.4,374.4
1152_i_at,P01233,61.1,82.2,30.8,32.3,38.4,330.7,203.4,94.6,447.5,28,30.1,289.9,95.6,54.4,148,32.4,9.1,33.1,299.9,126.6,18.7,66.4,396.9,15.3
1153_f_at,A6NKQ9 P01233,506.7,557.4,633,541.7,1101.8,293.7,614.2,349.1,661.1,596.7,1727.9,510,673,348.7,507.8,528,493.7,748,577.2,711.8,788.4,556.6,439.8,15.4
1154_at,P05198,1483.7,999.3,1611.3,1304.1,1504.2,1383.3,1421.7,2085.7,1174.5,1711.9,1124.9,1603,1385.7,1680.6,1084.6,1735.1,2451.9,1088.7,1997.9,1358.6,1069.3,1046.7,1430.3,49.8
1155_at,!?,1068.3,1200.9,1752.4,724,747.5,633.6,920.1,864.2,1035.6,1276,897.9,1127.5,1097.6,913,581.8,986.7,975.1,1027.7,475,1444.5,1224.9,1459.5,1252,39.3
1156_at,P08047,514.4,136.1,371.4,172.7,56.1,379,509.2,216.2,361.1,232.3,234.8,107.6,573.8,327.3,218.3,450.4,420.7,123.9,253.6,308.6,351.2,250.6,347.4,2.6
1157_s_at,P17181,226.2,120.5,250.6,443,302.4,357,311,182.7,315.9,429.2,356.9,297.8,194.7,327.8,29.5,249.6,483,249.4,215.5,91.9,243.1,321.5,67.6,12.7
1158_s_at,P62158,3136.3,1872.9,2341.7,2061.9,1966,1772.3,4541.4,2889.3,3531,2358.9,2164.4,3701.3,6672.8,3387.6,4216.8,3080.9,3287.3,6260.5,2559.8,6738.6,4947.3,3295.9,3523.8,93.4
1159_at,P13232,239.4,184,220.5,25.2,105.5,82.4,50.4,13.9,36.6,117.5,96.2,70.9,88.8,17,73.7,7.1,6.3,71.4,114.7,27.5,81.1,15.8,90.9,1.5
115_at,P07996,860.9,286.7,206.7,132.2,252.9,476.7,168,807.8,930.2,483.3,512.4,413.7,99.2,116.3,446.5,72.2,62.2,148.4,489.9,280.9,89.4,56.9,398.9,3.7
1160_at,P08574,12169.6,16988.8,13760.4,15441.2,19538.7,14322.3,16385.2,15283.2,9304.5,9599.2,16930.9,12807.4,24619.6,13414.6,21564.8,27724.7,12803.5,26063.6,16912.3,26329.1,29518.9,12837.3,15472.8,961.4
1161_at,P08238,22600.3,31377.5,13316.9,18621.2,16163.8,25363.3,29313.6,35089.4,23352,15937.3,22090.4,19766.7,38936.5,32340.9,32543.8,32392.4,34758.8,29500.3,40078.7,49022.4,28777.5,23325.4,26593.4,757.6
1162_g_at,P36915,1205.6,634.7,435.6,368.4,298.3,672.5,888.2,536.7,969.4,532.8,541.4,884.6,687.7,665.3,614.2,723.8,516.2,672.5,657.3,762.8,628.2,809.7,595.6,29.3
1163_at,P42338,421.9,552.6,335.8,172.7,265.8,385.3,439.4,333.4,337.1,289.5,272.4,237.2,856.9,337.6,398.6,509.5,852.6,413.3,543.9,393.8,672.2,543.5,470.8,21.9
1164_at,P51668,1456,2965,2104.7,1147.3,1507.9,3593.6,2572.1,1781.5,696.9,1494,2435.6,1389.2,7234.1,7488.9,6901.3,9455.5,7661.3,7044.9,7330.3,7039.2,5735.8,3550.2,5601.6,108
1165_at,Q14116,297.6,314.8,199.5,278,275.2,315.4,219.5,679.8,472.6,271.4,69,282.4,207.7,55.3,118.5,417.4,236.7,343.1,135.1,22.1,267,294.3,374.1,10
1166_at,Q13200,7269.5,6836.7,6610.8,7406.2,9342.7,6800.3,7616.1,9063.1,5729.8,5160.1,5967.6,8020.2,9976.8,9037.6,9927.4,7800.8,10787.6,9777,9515.9,14072.6,10997.7,8598.6,7782,274.1
1167_s_at,P51511,2326.8,2181.3,2241.7,2336.9,1218.4,1121.5,2220.6,1517.6,1345.7,1880.3,1015.8,1788.6,3192.5,2085.2,1494.4,2312.5,2093.7,1938.6,1716.9,2174.8,3209,1936.2,1856.7,67.3
1168_at,,236.1,388.8,430.3,439.6,111.9,267.5,248.8,30.8,291.7,272.7,221.1,294.2,116.4,333.8,407.7,384.6,195,309.1,322.2,308.3,239.3,248.3,509.9,10.6
1169_at,Q9Y5F8 Q9Y5H3,1251.6,979.5,925.5,659.9,472.2,552.4,678.8,397.7,1136.3,182.7,553.6,793.7,1365.4,699.9,896.2,897.2,1157.6,923.8,1038.1,833.3,865.7,735.5,1484.4,36.5
116_at,P13861,527.7,327,314.6,263.7,278,293.1,745,473.9,177,142.5,724.2,545.3,1156,377.3,232.4,1288.1,866.7,374.4,395,909.1,470.9,516.9,758.4,28.4
1170_at,P09603,606.9,411.7,464.4,459,207.7,522.8,714.9,435.7,955.9,550.9,226.1,523.1,629.5,531,359.8,360.5,532.7,362.9,581.7,405.3,259,435.4,581.8,13.7
1171_s_at,P14859,1028.2,702.5,582,1118.6,1333.2,1265.4,1015.4,1341,984.5,501.2,1086.3,866.6,1012.3,1068,1026.7,1230.5,1217.1,1091.3,1174.6,1000.8,1057,1640.3,936.7,22.7
1172_at,A7E2V4,127.5,117.4,204.8,434.3,59.5,69.7,120.1,94,141.3,88.3,83.1,116,113.6,101.9,120,121.8,124.4,113.6,63.5,361.2,142.6,149.6,138.6,4.7
1173_g_at,P21673,11214.8,6028.2,4139.4,5578.8,9191.6,5572,5751.2,6312.1,7677.1,7389.8,4884,3149.1,1486.1,2915.1,3242.3,2477.8,2626.4,1747.1,3295.6,4648.2,2376.3,2602,2212.9,125.9
1174_at,P00540,48.8,29.2,45.3,82.9,32.6,29.1,36.8,30.1,80,31.4,92.6,270.8,55.8,219.9,45.5,38.4,58,240.1,23.9,43.7,45.3,47.3,79.5,2.1
1175_s_at,P10632,135.9,269.1,286.3,118.7,26.9,224,198.4,148.4,190,134.2,16,229.8,202.4,122.1,221.1,180.1,50.3,134.6,38.2,292.7,47.1,225.5,66.1,10.2
1176_at,!?,344.3,583.9,500.3,447.6,222.4,436.1,405.5,263.5,609.6,397.2,256.9,546.2,464.2,304.8,202.3,435.4,76.8,395.5,159.3,386.4,321.6,452.5,531.5,18.3
1177_at,!?,530,451.7,630.8,423.1,168.7,205.4,422.6,182.3,436.9,262.7,58.6,330.2,272.8,369.6,404.7,172.4,612.8,485.3,266.8,509.1,392.3,498,644.9,16.1
1178_at,P00374,230.9,228.8,29.6,327.4,501.6,657.2,303.1,169.8,290.6,78.9,188.4,312.3,101.2,248.7,267,253.4,311.1,328.8,377.7,110,143.6,174.1,173,10.1
1179_at,P11142,24758.8,31162.7,30629,22895.2,26734.8,33346.6,37174.1,44206.2,29793.4,23523.6,30310.1,31485.1,35122.1,34351.9,46298.3,38013.7,34497,36824.2,39738,24717,32503.8,38686.5,33035.6,1140
117_at,P17066,987.5,456.8,704.2,480,304.5,343.3,502.5,668.2,451.5,601.6,342.1,390.6,150.6,358.3,470.2,396.5,396.9,396.3,232.5,551.4,462.4,630.9,334.5,14.1
1180_g_at,P11142,28249.4,35475,39924.2,44966.4,30829.2,37057,40684.2,45059.1,51279.4,34224.4,35917.2,44855,39396.9,38645.1,63925,33540.2,30046.9,37513.8,36598.5,32804.4,40547.8,51004.2,40844.2,1625.8
1181_at,P36915,650.1,87.6,95.1,510.5,104.3,92.7,221.9,161.5,130.5,126.2,124.4,185.1,159.8,164.2,300.2,121,160.5,287.3,97.6,76.3,86.9,95.8,88.9,3.5
1182_at,Q15111,220.9,465.9,407,422.5,533.7,330.2,668.5,502.1,561.7,605.3,428.4,381.7,1872,750.8,1243,871.3,515.2,1075.2,755.5,895.9,925.7,941.3,1247.7,22
1183_at,Q92583,137.4,168.9,26.1,13,100.9,113.1,56.6,202.8,57.5,71,59.6,49.1,58.1,64.6,28.3,17.3,104.4,21.8,175.2,216.1,42.4,31.8,405.1,1.5
1184_at,Q9UL46,4956.6,5311.4,5646.6,3828,3970.5,4678.9,4741.8,4354.5,3486.6,3283.2,3903.3,4264.6,3408.7,3853,3524.9,3480.2,3344.2,4619.2,4150.9,5277.4,5285.4,1852.4,2721.8,137.2
1185_at,P26951,205.6,550.4,249.9,189.5,296.8,785.1,1674,703.7,777.9,647.5,1042.5,280.4,368.8,1164.3,175,459.6,231.2,166.6,485.3,269.9,209,244.1,579.4,13.6
1186_at,P55107,148.2,69.2,106.8,70.3,38.1,236.6,38.2,171.3,172.7,110.9,63,111.1,276.2,97.7,138.6,70,54.4,85.9,121.6,98.2,67.5,495.3,76.6,12.7
1187_at,P49916,607.6,1030.7,322.4,838.4,573.5,653.7,172.7,797.4,780,373.5,565.8,195.7,293.7,715.7,714.5,790,693.6,212.1,885.4,428.5,295.5,991.9,1115.9,9.1
1188_g_at,P49916,100,99.7,378,68.1,240.9,152.4,76.3,261.5,141.5,113.6,220.4,202,67.6,365.9,64.5,52.5,80.3,46.2,153.7,53.5,55.7,97.7,175.8,2.6
1189_at,P49336,1562.9,994.6,727.3,800.4,839.5,1202.8,1208.5,1135.1,763.3,448.3,1214.4,510,1830.8,1007.3,1119.5,2005.2,772.4,1318.4,1354.2,1613,1573.9,731.6,1196.4,54.3
118_at,P23677,246.8,75.5,200.7,92.2,29.5,100.1,121.4,116.4,219.5,69.1,91.2,179.3,133.2,256.4,363.9,154.3,141.2,289.5,83.4,150.3,132.2,104.8,198.3,4.2
1190_at,Q16827,190.5,280.1,170.2,131,49.5,66.5,58.2,29.3,76.6,165.4,161.1,158.6,196.5,93.1,36.2,98.3,23.3,238.8,51.3,48.8,103.5,139.1,132.4,6.7
1191_s_at,O00231,3481.6,4017.5,3572,2052.2,2664.5,3825,4354.2,4445.2,3092.2,2645,3890.8,3443,5661.2,5952.8,6532.4,5090.7,11829.8,6368.6,8500.5,9312.7,4141.6,4271.3,3606.6,125.1
1192_at,O00232,2226.1,3453.7,4450.2,4050.3,2698.7,4715.8,3494.8,3506.7,3246.4,3998.9,3490,4139.3,6548.2,7165,5416.7,5360.5,6416.3,6421.2,6211.9,2617.5,6689,7183.1,6263,230.6
1193_at,Q05086,101.1,95.4,122.2,130.7,72.5,101.5,150.7,129.5,95.5,83,67.2,130.3,176.9,228.7,130.1,176.7,180.3,91.2,112.9,107.5,91,130,138.7,3.5
1194_g_at,Q05086,310.2,438.5,401.9,300.5,326.3,487.6,558.1,450,71,85.1,556.9,181.7,845.1,509.3,419.5,898.9,624.9,456.9,510.9,349.8,87.7,312.5,652.6,17.2
1195_s_at,O14713,342.3,468.6,663.2,718.2,902.9,831.1,480.6,675.2,988.8,1065.6,404.8,796.3,443.1,632.6,423.6,619.4,527.6,708.6,522.1,441.7,484.3,473.2,386.8,15.4
1196_at,P18754,663.8,1063.7,530.5,883.4,612.6,935.9,937.7,1252.2,763.7,362.7,910.8,534.1,925.1,873.2,729.6,833.3,910.7,1099.5,911.7,911.8,1197.4,593.5,404.8,37.3
1197_at,P63267,663,412.1,351.9,731.5,345.3,695.9,683.9,580.9,593.4,442.3,370.4,432.1,549.8,471.1,437.3,408.5,241.6,348.6,528.7,479,549.8,471.3,663.1,75.9
1198_at,P24530,251.4,132.7,152.2,94.5,235.2,108.9,103.1,102.8,87.3,226.1,144.6,99.7,202.2,209.9,187.5,157.4,295.4,132.4,124.2,130.9,172.6,189.4,50.1,5.7
1199_at,P60842,5990,4636.9,2522,3240.3,4815.4,5025.8,4503,5031.5,3592.9,4280.3,3709.9,3665.2,2097.6,2374.4,1664.3,2925.5,4352.7,2705.3,2499.5,3025.8,2340.7,2391.7,2075.3,68.3
1200_at,P10070,203,198,104.4,148.4,166.5,119.8,154.7,102.3,220.9,84.4,91.7,146.6,190.3,112.8,238.5,148.4,129.1,192.2,119.1,365.7,283.3,76.6,66.7,4.5
1201_at,Q14088,273.7,351.9,329.5,149.8,101.3,233.2,130.2,158.2,306.3,209.2,223.1,283.4,284.7,392.2,398.9,363.6,301.4,290,215.1,232.5,211.6,344.6,124.5,12.9
1202_g_at,Q14088,103.1,75,591.5,394.2,188.2,273.7,586,393.8,220.6,183.3,63.1,232.6,475.7,112.7,208.1,352.3,391.7,354.2,633.4,95.5,260.1,126.1,263.3,6.3
1203_at,P08476,285.8,300.3,43,30.4,19.4,82,14.4,39.1,401.7,143.1,163.3,225.5,125,21,481.6,117.3,163.6,32.6,43.9,210,187.9,261.1,80.8,5.8
1204_at,P49619,21.5,127.7,43.2,92.7,39.1,44.7,86.8,52,151,149.9,23.6,63.5,102.4,121.4,28.3,52.2,68.8,97.6,22.2,73.7,81.3,62.1,32.5,1.6
1205_at,!?,52.2,129.3,27,37.6,35.7,89.6,121.8,92.8,84.3,138.3,146.4,90.5,124.2,189.1,107.8,26.3,39.1,34.3,46,101.8,170.5,21.5,181.6,3.3
1206_at,Q00535,78.6,662.4,239.5,112.5,351.9,126.2,311.8,163.3,158.9,98,696.2,136.1,593.1,133.7,165.7,125.6,190,222.9,126.5,689.8,271.4,157.4,149.4,17.5
1207_at,Q00534,323.2,175.5,458.2,432.7,165.9,352.6,519.7,181.6,300.1,206.8,413.7,332.2,228.9,272.2,453.2,289.5,373.2,292.9,308.8,504.6,345.8,229.5,521.5,13.1
1208_at,Q13882,96.6,187.9,153.7,69.3,53.9,91.8,194.5,107.5,244.7,41.5,145.9,153.3,115,68.5,152.8,221.1,119.7,149.4,101.5,157.3,270.1,111.8,269.3,5.3
1209_at,Q9Y4K3,450.8,239,93.2,250.6,263.9,341,64.6,197.1,86.5,396.2,296.3,62.6,546,363.7,378.7,253.9,154.7,487.3,281.5,49.8,303.2,512.8,98.1,2.6
120_at,P56199,774.9,533,603,413.9,595.1,537.4,530.6,572.1,818.6,890,772.8,361.7,1060.8,678.1,637.6,1035.6,492.5,654.7,594.9,718.6,544.7,372.5,596.7,37.3
1210_s_at,O94827 Q93038,153.6,124.3,166.3,100.3,70.8,103.8,138.3,117.6,171,93.2,75.6,199.7,169.9,86,121.4,186.7,104.1,205.7,138.1,185.9,117.2,130,90,5.2
1211_s_at,P78560,1489.1,2274.9,2879.4,2861.1,2956.2,2390.5,2960.8,2485,1980.5,2774.3,2752,2604.5,2268,3350.1,3699.8,3028,1887.1,3600.1,3271.1,2035.1,3792.4,2846.5,2944.2,55.1
1212_at,O43708,884.8,544.1,464.2,896.2,680,701.7,831.1,890.4,654.5,401.4,501.4,752.6,1463.8,721.2,1058.5,1013.7,959.1,1211.2,709.6,1239.3,1032.4,1069.4,854.7,36.2
1213_at,P78362,603.4,556.4,606.9,297.4,287.2,511,450,394.1,594.8,305.3,321.7,376.3,246.8,695.6,324.6,585.5,341.4,443.1,321.8,270.3,408,300.7,362.7,12.2
1214_s_at,P01574,34.2,17.1,33.4,19.3,8.9,25.6,33.1,93.8,39.1,14.6,56.4,58.3,23.6,53.2,25,20.3,10.4,28,38.9,19.4,14.6,19.5,56,0.6
1217_g_at,P05771,266,99.1,179,231.7,102,193,213.4,124.4,364.5,200.4,38.5,188.7,56.9,216.3,295.5,200,174.5,66.9,56.7,43,50.9,165.6,98.1,10.1
1218_at,P10588,2063.6,2049.4,1544.5,1113.4,1168.8,1543.6,2371.9,1842.6,1545.5,1207.5,2726.3,2066.1,3168.3,1852.6,2087.9,3192.5,1816.7,2923.5,2088.1,4223.7,1780.9,832.1,1436.5,74.2
1219_at,P14316,329.6,115.3,156.3,51.1,103.1,78.7,237.4,72.7,110.8,82.6,136.8,127.4,640.5,259.6,172.4,232.1,102,229.8,89.3,697.1,105.8,73.4,192,16.3
121_at,Q06710,6207.9,5991,10962.7,6933.6,3717.3,5303.2,7663.1,5013.8,5806.8,4788.5,6463.9,7899.1,7221.8,7255.4,4849,5925.5,7780.1,7860,6315.4,6843.4,8082.7,7271.9,5899.3,152.9
1220_g_at,P14316,1177.3,1391.3,627.6,756.3,656.5,731,1412.1,950.2,1132.9,526.7,742.8,808.4,1716.9,1159.7,915.5,1493.7,1178.1,1179.7,1127.7,1388.5,1192.4,1217.3,1218.6,51.9
1221_at,P61020,130.3,160.3,407.4,108,258.2,604.4,149.9,113.8,549.6,326,274,415.1,664.7,363.1,129.8,802.9,306.2,677.7,340.8,525,141.9,604.8,530.1,26.8
1222_at,Q00537,283.4,379,242.6,185.6,109,215.1,263,110,268.8,120.5,314.9,392.2,187.8,164.9,285.6,237.2,163.6,36.5,241.1,215,184.2,394.1,659.5,2.5
1223_at,Q07002,659.8,464.4,420.4,432.6,213.7,703.6,923.4,448.6,154.2,173.2,524.8,690.7,324.3,159.6,444.5,818.3,576.9,562.2,387.1,767.6,646.5,478.9,346.5,15.7
1224_at,Q00536,3731.3,4570.9,1873,1684,2151.2,4372.7,4340.6,4004,1511.5,1321.3,4497.5,2289.5,5025,3436.9,3323.7,5624.7,3289.2,4149.1,3489.7,7006.9,4930.1,2231.9,3274.9,100.4
1225_g_at,Q00536,7199.8,9625.8,4099.4,4706,6583.8,8174.7,9315.5,6254.7,5650.7,3721.2,3984.1,4194.6,5998.5,9384.7,5491.3,6503.1,11176.4,5418.3,5500.4,8520.2,6444.2,6130.4,7753.1,226.3
1226_at,P78536,321.6,213.8,52.8,164,285.3,265.5,490.2,385.2,667.7,507.5,104.7,692.7,252.4,286,308.2,440.9,76.8,133.6,339.6,132.6,301.2,15.5,208,1.7
1227_g_at,P78536,39.9,101.3,27.1,57.5,17.4,20,78.6,37.8,62.7,27.5,34.6,69.8,110.4,139.8,114.5,70.2,149.7,53.7,45.9,66.9,98.1,38.6,54.9,2.1
1228_s_at,O15320,2842,4388,4282.7,4079.5,4832.1,4237.3,3845.5,3953.5,2555,3214.6,4722.2,4158.2,4882.6,4205.2,5652.1,5529.9,2353.1,7434.1,4300.2,4403.7,6509.9,5167.5,4780.4,108.6
1229_at,A4FU01,476.3,396.5,443.3,59.4,364.9,471.3,610.4,494.1,468.8,341.8,230.8,401.1,290,316.8,348.6,177.4,238.2,316.1,344.1,125.5,358.1,392.8,235.6,9.6
122_at,P49643,460.8,122.1,204.4,56,193,72.7,176.8,86.1,135.4,95.7,100.2,272.3,268.7,119.9,281.1,270.8,107.9,334.4,116.2,440.8,92.2,86.6,378,8.7
1230_g_at,A4FU01 Q15427,1303,757.9,1107.8,1112.1,1188.1,1226.1,1234,1189.5,1322.4,1180.3,1048.2,619.5,1010.5,946.5,687.5,732.6,708.5,769.9,1086.5,991.2,1063,865.1,552.4,35
1231_at,P63146,508.6,367.2,566,516.5,394.2,458.2,579,444.1,591.1,648.6,570.5,361.4,733.8,829.7,755.2,865.2,580.9,526.2,543.2,224.6,794.5,814.2,1120.5,21.9
1232_s_at,P08833,238.3,209.2,164,299.6,117.7,137.1,407.9,269.9,416.6,125.9,121.9,103.1,371.1,264.8,237.2,100.9,19.6,288.5,216.1,90.3,136,223.6,698.1,11.1
1233_s_at,P30530,869.4,338.4,464.6,242.6,527.9,272.8,1330.9,804.8,588.8,273.5,204.1,441.1,439.8,372.9,236.4,274.7,979,363.3,596.2,250.1,446.5,269.8,332.8,15.5
